"timestamp","id_0","name_0","x_0","y_0"
2000-01-01 00:30:00.000000000,3,Alicia,0.7313007180606408,0.8862107719016894
2000-01-01 02:45:00.000000000,12,Alicia,0.9336123118219857,0.6110089476686038
2000-01-01 03:00:00.000000000,13,Alicia,-0.8394635467664537,0.7454672705788434
2000-01-01 04:00:00.000000000,17,Alicia,0.47459514767399513,0.9356618581384282
2000-01-01 05:15:00.000000000,22,Alicia,-0.6512593945937168,-0.44038976299531196
2000-01-01 06:15:00.000000000,26,Alicia,-0.39517460772313595,0.6628196921445288
2000-01-01 07:00:00.000000000,29,Alicia,-0.25958953569855225,-0.7216658055652532
2000-01-01 07:45:00.000000000,32,Alicia,-0.5152434548896205,0.7600351381880239
2000-01-01 09:15:00.000000000,38,Alicia,0.9375360152662178,0.44050007931484547
2000-01-01 10:15:00.000000000,42,Alicia,-0.6118948290579111,-0.5422932984943476
2000-01-01 12:15:00.000000000,50,Alicia,0.1506471247142449,0.6366936748066754
2000-01-01 12:30:00.000000000,51,Alicia,-0.7797232605075755,0.3397485670845173
2000-01-01 13:30:00.000000000,55,Alicia,0.5107554427163683,-0.6319391312093006
2000-01-01 15:15:00.000000000,62,Alicia,-0.016661797627374186,0.9741682746051648
2000-01-01 17:30:00.000000000,71,Alicia,0.9123254539761592,-0.15198394543615934
2000-01-01 21:15:00.000000000,86,Alicia,-0.7292480419260887,-0.7817702135061644
2000-01-01 23:00:00.000000000,93,Alicia,0.5915994995885738,-0.7362890339481594
2000-01-02 00:15:00.000000000,98,Alicia,0.3447348107799748,0.6974467169370977
2000-01-02 00:45:00.000000000,100,Alicia,-0.8156679556986888,-0.5526739334821389
2000-01-02 02:00:00.000000000,105,Alicia,-0.0391588888843617,0.8172533546581044
2000-01-02 03:30:00.000000000,111,Alicia,-0.0847205393873467,-0.9741667634989153
2000-01-02 04:15:00.000000000,114,Alicia,0.0002669153383028089,-0.668048281384479
2000-01-02 10:15:00.000000000,138,Alicia,0.15420425544262373,-0.04954467360373305
2000-01-02 11:15:00.000000000,142,Alicia,0.33009106092009266,-0.6993567491706647
2000-01-02 11:30:00.000000000,143,Alicia,-0.05697829673493948,0.15891082963363456
2000-01-02 11:45:00.000000000,144,Alicia,0.6948925333281264,-0.6188495857990084
2000-01-02 12:45:00.000000000,148,Alicia,0.8956403453320168,-0.7065208802665561
2000-01-02 13:15:00.000000000,150,Alicia,-0.6097209557951628,-0.7719936726518037
2000-01-02 13:45:00.000000000,152,Alicia,0.3782652473426238,-0.1682050480771491
